"NOMBRE DEL ATM";"CAMBIOS BASE";"SITE DIEBOLD";"COD DEL CAJERO";"DIRECCION DEL ATM";"TERRITORIAL";"ZONA";"CAJEROS VIP";"CIUDAD";"Código Municipal DANE";"Nombre del  Departamento";"CODIGO DE LA OFICINA";"NOMBRE DE   LA OFICINA";"DIRECCION DE LA OFICINA";"TELEFONO DE LA OFICINA";"PROVEEDOR DE MONITOREO";"MARCA";"MODELO";"TIPO DE PROCESADOR DIEBOLD";"SERIAL  Wincor   Diebold ";"CODIGO DE ACTIVO FIJO";"CARGA";"NIVEL DE PROVISION";"UBICACIÓN ESPECIFICA";"SITE TOPPER";"SEGMENTO";"TIPO DE UBICACIÓN";"TRANSACCIONALIDAD L V";"TRANSACCIONALIDAD FINES DE SEMANA";"PROTECTOR DE TECLADO";"FECHA DE MAQUINA";"FECHA DE ENTRADA EN PRODUCCION EN EL PUNTO";"AÑOS DE LOS CAJEROS";"FECHA DE ENTREGA DE MAQUINA A PUNTO";"TIPO DE ENLACE";"MEDIO PRINCIPAL";"MEDIO DE CONTINGENCIA";"IP";"Gateway";"MASCARA DE RED";"MODULO TELDAT";"PROVEEDOR COMUNICACIONES";"PU";"IDNUM";"DEPOSITARIOS ACTIVOS EFECTIVO";"DEPOSITARIOS ACTIVOS CHEQUE";"TRANSPORTADORA";"CLASIFICACION TDV";"FONDO DE EFECTIVO";"RUTA NOCTURNA";"PRIMER NIVEL";"SEGUNDO NIVEL";"Días de Aseo COLVAPOR";"Fecha Cargue RKL 1";"CUPO DEPOSITARIO";"Nro  Gavetas";"TIPO DE BILLETE";"CUPO AUTORIZADO";"GAVETA 1";"GAVETA 2";"GAVETA 3";"GAVETA 4";"GAVETA 5";"BILLETES DE 50 000   20 000";"BILLETES DE 50 000   20 000   10 000";"ANTISKIMING";"CONFIGURACION ATM";"DIAS DE SERVICIO";"HORARIO DE APERTURA";"HORARIO  DE CIERRE";"HORARIO DE SERVICIO";"METODO CIERRE CONSOLA";"LLAVES";"LLAVE DE SEGURIDAD";"LLAVES SITE 1";"LLAVES SITE 2";"MARCA UPS";"CAPACIDAD UPS";"Medio";"MONITOREO DE ALARMAS";"Proveedor de Vigilancia";"APOYO AL NEGOCIO";"CELULAR";"GERENTE PROMOTOR TRANSACCIONAL";"CONTACTO EN EL PUNTO";"NOMBRE";"TELEFONO";"DIRECCION O CORREO";"GERENTE";"CORREO";"CEL";"SUBGERENTE";"CORREO2";"CEL__1";"CORREO OFICINA";"PAGO DE NOMINAS";"INGRESO TDV";"INGRESO PROVEEDORES";"ANTELACIÓN PARA TRAMITAR PERMISOS";"OBSERVACIONES PARA TRAMITES DE PERMISOS";"ENVIO DATOS DE PROOVEDORES";"FECHA DEL ULTIMO ENVIO";"INGRESO PROVEEDORES DIAS";"INGRESO PROVEEDORES HORAS";"ENVIO DE CORREO";"ANTELACION PARA TRAMITAR PERMISOS";"MULTIVENDOR";"zipcode";"lat";"lon";"total_otros_ATMs"
"Aeropuerto Cúcuta";NA;"1369";1459;"Aeropuerto Cucuta";"CENTRO";"Santanderes";"N/A";"CÚCUTA";"54 - 001";"Norte de Santander";697;"CENABASTOS";"Av Libertadores";"(097) 5781439-5781435";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409121";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"MUY BAJA";"BAJA";"SI";"15/10/2014";"11/12/2014";4;"41922";"INDEPENDIENTE";"SATELITE";"3G";"81.128.132.130";"81.128.132.129";"255.255.255.240";"SI APLICA";"LEVEL3";"JD3";"6973";"N/A";"N/A";"PROSEGUR";"URBANO";"CUCUTA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"41979";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"Jefe de mantenimiento";"Daniel Prieto.Jefe se seguridad-jairo Perduz";"3153114261-3182164720";"sergio.mendez@aerooriente.com.co-Leidi.ramirez@aerooriente.com.co-Eder.araujo@aerooriente.com.co";"GERARDO ANIBAL LIZARAZO MORENO";"gerardoanibal.lizarazo@bbva.com";"3167401251";"Dayana Ramirez";"dayana.ramirez@bbva.com";"316 5260078";"CENAB697.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION  Excepto de 12:00 a 14:00 Hrs";"24 HORAS";"Análisis de trabajo seguro.(Empresa) UN DIA,Para ingreso al punto es obligatorio diligenciar  fromulario  que tenga la  firma de Alexander  -Gerente.  Adjuntada con la autorizacion enviada se debe enviar de lunes a viernes de 08:00 a 16 hrs
Los requisitos de ellos son:
1.       Parafiscales
2.       Copia cedula
3.       Antecedentes de la ´policia
4.       Formato de DN ATS Atencion de trabajo Seguro
5.       Formato de solicitud del aeropuerto firmado por la persona que figura con ellos como autorizada V.8
6.       Correo de asignación de llamada
7.       Permiso de trabajo";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"24 HORAS";"N/A";NA;7,9274068;-72,5091862;3
"Aeropuerto El Dorado";NA;"10";587;"AEROPTO EL DORADO P 2";"BOGOTÁ";"Bogota Occidente";"VIP";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";94;"FONTIBON";"Calle 17 A # 99-73";"4184270-4184271-4133234";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Sierra";"1522FDC31063";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"ALTA";"ALTA";"SI";"15/10/2013";"05/12/2013";5;"N/A";"INDEPENDIENTE";"FIBRA";"3G";"81.128.5.194";"81.128.5.193";"255.255.255.240";"SI APLICA";"TELEFONICA";"2M4";"944";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"41591";"N/A";5;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"20000";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";"APEL";"4KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"ENCARGADO";"Jhon acosta";"439 70 70   Ext. 8004";"JACOSTA@ELDORADO.AERO";"IVONNE PORRAS CHACON";"ivonne.porras@bbva.com";"316466231-3174011811-3188132774";"Alejandra Rodriguez";"paulaalejand.rodriguez@bbva.com";"3057129059-ext49721";"FONTI094.co@bbva.com";NA;"SIN RESTRICCION";"DE LUNES A DOMINGO DE 9:00 A 11:00, DE 14:00 A 16:00 Y DE 23:00 A 4:00";"72 HORAS";"Tres dias habiles, para generacion de carnet de OPAIN,SE DEBE RADICAR UNA CARTA INDICANDO LA LABOR A TRABAJAR, ADICIONAR DOCUMENTOS y  SI SE VA A TRABAJAR CON ESCALERAS ADJUNTAR CURSO DE ALTURAS, LOS DOCUMENTOS Y LA CARTA ADJUNTA DEBEN SER RADICADOS  EN LAS OFICINAS DE OPAIN (Calle 26 # 103-09 edificio CISA en el horario de 8am a 12pm y de 2pm a 5pm) TRES DIAS HABILES.";"CORREO BANCO";"N/A";"Dom - Dom";"09:00 - 20:00";"SI";"48 HORAS";"N/A";NA;4,6925683;-74,1342125;12
"Aeropuerto Ernesto Cortizo";NA;"7";751;"AEROPTO ERNESTO CORTIZ";"NORTE";"Barranquilla";"VIP";"SOLEDAD";"08 - 758";"Atlántico";90;"PASEO BOLIVAR";"CALLE 34 No. 43-75";"3518763";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409138";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Aeropuerto";"TOPPER";"AEROPUERTO";"SAT";"ALTA";"ALTA";"SI";"09/12/2014";"18/06/2018";4;"43249";"INDEPENDIENTE";"COBRE";"3G";"81.128.11.162";"81.128.11.161";"255.255.255.240";"SI APLICA";"TELEFONICA";"CX1";"4651";"N/A";"N/A";"BRINKS";"INTERURBANO";"BARRANQUILLA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"43258";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";NA;NA;"POWERWARE";"2 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"SEGURIDAD DEL PUNTO";"Angelica Sarmiento";"3508594388 - 5 3160900 ext 840";"carnetizacion@aeropuertobaq.com-cecoa@aeropuertobaq.com-asarmiento@aeropuertobaq.com";"EDNA LUZ PATERNINA";"edna.paternina@bbva.com";"3157693877";"CARLOS ZAMBRANO";"carlos.zambrano@bbva.com";"3188832285";"PASBO090.co@bbva.com";NA;"SIN RESTRICCION";"LUNES A VIERNES 7:30 AM  A 17:00 SABADOS 8:00 A 13:00  DOMINGOS Y FESTIVOS NO HAY SERVICIO.";"N/A";"cada vez que envíen el personal en correo  adjunten los parafiscales vigentes adicional que los lleve fisicos y fotocopia de la cédula.";"CORREO BANCO";"N/A";"Lun - Sab";"07:30 - 17:00";"SI";"SIN ANTELACION";"N/A";NA;10,8866129;-74,7766025;4
"Aeropuerto Rafael Núñez";NA;"11";777;"CLL 32 4-65";"NORTE";"Caribe Medio";"VIP";"CARTAGENA";"13 - 001";"Bolívar";253;"CARTAGENA";"CALLE 32 No. 4-65";"6701130";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522FDC01383";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"ALTA";"ALTA";"SI";"22/05/2009";"09/12/2013";10;"N/A";"INDEPENDIENTE";"FIBRA";"3G";"81.128.19.162";"81.128.19.161";"255.255.255.240";"SI APLICA";"TELEFONICA";"713";"2533";"N/A";"N/A";"PROSEGUR";"URBANO";"CARTAGENA";"SI";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"40907";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";"POWERWARE";"6 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ASISTENTE COMERCIAL";"Xenia Rodriguez Cumplido- MARIO PALLARES
LUIS FERNANDO VILLADIEGO-Deisy Araque";"3176471355 - 3015573114";"acomercial@sacsa.com.co- cecoa@sacsa.com.co-acarnetizacion@sacsa.co,auxiliarcomercial@sacsa.com.co";"LINA DUNEY MACHETE";"lina.machete@bbva.com";"3158405427";"LILA ROSA BUSTILLO SANCHEZ";"lila.bustillo@bbva.com";"3164821757";"CARTA253.co@bbva.com";NA;"SIN RESTRICCION";"LUNES A DOMINGO 7:00 A 16:00";"72 HORAS";"Persona carnetizado no tiene problema de ingreso. Cada 60 dias se debe actualizar el carne. Para personal sin carne tiene que ser avisado con 3 dias de anticipacion su ingreso con el formato enviado por el Aeropuerto y tienen que llevar los documentos requeridos en el formulario- para proveedores que van a ingresar por primera vez
tienen que hacer curso de seguridad que lo dicta el aeropuerto, este curso lo dan los martes y jueves a las 07:45 hrs. Llevar formato impreso y correo envio por la persona encargada de autorizaciones.";"CARPETA DIGITALIZADA";"43354";"Dom - Dom";"07:00 - 16:00";"NO";"72 HORAS";"N/A";"130001";10,4224888;-75,5503278;19
"Aeropuerto Rionegro";NA;"12";473;"AEROPTO JOSE MARIA COR";"OCCIDENTE";"Medellin Sur";"VIP";"RIONEGRO";"05 - 615";"Antioquia";757;"RIONEGRO";"CLL 49 NO 50-59 L.114 P.1";"5617171-5617000";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300136379";"1,30E+11";"POSTERIOR";"NIVEL 4";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"EO";"ALTA";"ALTA";"SI";"17/12/2005";"17/12/2005";13;"N/A";"COMPARTIDO";"RADIO";"COBRE";"81.128.61.34";"81.128.61.33";"255.255.255.240";"NO APLICA";"TELEFONICA";"L13";"7573";"N/A";"N/A";"OFICINA";"N/A";"RIONEGRO";"NO";"OFICINA";"WINCOR";"SAB-DOM-FES";"40970";"N/A";4;"ANTIGUA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"OFICINA";"N/A";NA;NA;"APEL";"4KVA";"ETH";"CGA";NA;"yaneth.rueda@bbva.com";3182899405;"0";"ENCARGADO";"SERGIO ANDRES CAMPUZANO LONDONO";"0";"SERGIO.CAMPUZANO@bbva.com.co,marta.valencia@bbva.com";"SANDRA VIVIANA GOMEZ CARDONA";"sandra.gomez@bbva.com";"3188832655";"OSVALDO JARAMILLO TABARES";"osvaldo.jaramillo@bbva.com";"3188832067";"RIONE757.co@bbva.com";NA;"SIN RESTRICCION";"lunes  a  viernes  de  8:00  a  12.30  y de  1:30  a  4:00  pm";"N/A";"N/A";"NO SE NECESITA";"N/A";"Lun - Vie";"08:00 - 16:00";"NO";"SIN ANTELACION";"N/A";NA;6,1711848;-75,4279212;3
"Aeropuerto San Andrés";NA;"1061";1184;"AV AMERICAS NO 1 C -63";"NORTE";"Barranquilla";"N/A";"SAN ANDRÉS ISLAS";"88 - 001";"Archipiélago de San Andrés, Providencia y Santa Catalina";487;"SAN ANDRES";"AVENIDA LAS AMERICAS 1C-63";"5124054";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522VDC04218";"1,30E+11";"POSTERIOR";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"MUY BAJA";"BAJA";"SI";"20/09/2012";"02/10/2012";6;"N/A";"INDEPENDIENTE";"FIBRA";"3G";"81.128.146.66";"81.128.146.65";"255.255.255.240";"NO APLICA";"LEVEL3";"DJ4";"4874";"N/A";"N/A";"BRINKS";"URBANO";"SAN ANDRES";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"41184";"N/A";5;"ANTIGUA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;NA;NA;NA;NA;NA;"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"JACK HOWARD PATERNINA";"jackfrancis.howard@bbva.com";"3164257890";"YACKELINE ACONCHA";"yaqueline.aconcha@bbva.com";NA;"SANDR487.co@bbva.com";NA;"LUNES A SABADO 7:00-18:00";"SIN RESTRICCION";"N/A";"N/A";"NO SE NECESITA";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";NA;12,5834746;-81,6982909;10
"Aeropuerto Santa Marta";NA;"1372";1460;"Aeropuerto Sta Marta - Segundo piso al lado izquierdo del atm de Servibanca";"NORTE";"Alto Caribe";"N/A";"SANTA MARTA";"47 - 001";"Magdalena";255;"EL RODADERO";"CARRERA 2 No. 6-38 RODADERO";"4222702";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409120";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"TOPPER";"AEROPUERTO";"SAT";"MUY BAJA";"MUY BAJA";"SI";"14/10/2014";"16/12/2014";4;"41926";"INDEPENDIENTE";"SATELITE";"3G";"81.128.132.66";"81.128.132.65";"255.255.255.240";"SI APLICA";"LEVEL3";"732";"2552";"N/A";"N/A";"PROSEGUR";"INTERURBANO";"SANTA MARTA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"41978";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";"Cargue Frontal";"N/A";"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ENCARGADO";"Lyda Murcia/Juan Salas- Alberto Quintero/";"74035924/ 05-4381360/3042185336/3163892848";"Lyda.Murcia@aerooriente.com.co-juan.salas@aerooriente.com.co-alberto.quintero@aerooriente.com.co-Dennys.Gomez@aerooriente.com.co-Yohana.Gutierrez@aerooriente.com.co-Cindy.Cantillo@aerooriente.com.co-Laura.Orozco@aerooriente.com.co-permisos.smr@aerooriente.com.co-tatiana.chacon@aerooriente.com.co";"BELKYS PACHECO";"belkysd.pacheco@bbva.com";"3175386860-3163892841";"ALMA ZACCARO TAMARIZ";"alma.zaccaro@bbva.com";"3164417506";"RODAD255.co@bbva.com";NA;"SOLICITUD DE UN DIA PARA OTRO";"SIN RESTRICCION  - Para ingresos remitir permiso con formatos especificos-GS-R-06 Solicitud de permiso aeroportuario para persona: Versión 05";"24 HORAS";"Análisis de trabajo seguro.(Empresa) UN DIA,Para ingreso al punto es obligatorio diligenciar  fromulario  que tenga la  firma de Alexander  -Gerente.  Adjuntada con la autorizacion enviada se debe enviar de lunes a viernes de 08:00 a 16 hrs
Los requisitos de ellos son:
1.       Parafiscales
2.       Copia cedula
3.       Antecedentes de la ´policia
4.       Formato de DN ATS Atencion de trabajo Seguro
5.       Formato de solicitud del aeropuerto firmado por la persona que figura con ellos como autorizada V.8
6.       Correo de asignación de llamada
7.       Permiso de trabajo";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"24 HORAS";"N/A";NA;11,1172649;-74,2333601;1
"Aeropuerto Valledupar";NA;"1375";1458;"Aeropuerto Valledupar Primer piso al lado del Atm de Sevibanca";"NORTE";"Alto Caribe";"N/A";"VALLEDUPAR";"20 - 001";"Cesar";510;"CALLE GRANDE VALLEDUPAR";"CALLE 16 No.11-04";"5743818";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409122";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"MUY BAJA";"MUY BAJA";"SI";"01/10/2014";"19/12/2014";4;"N/A";"INDEPENDIENTE";"SATELITE";"3G";"81.128.132.162";"81.128.132.161";"255.255.255.240";"SI APLICA";"LEVEL3";"E64";"5104";"N/A";"N/A";"PROSEGUR";"URBANO";"VALLEDUPAR";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"41989";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ENCARGADO";"Juan Cubillos- Laura Paba";"3202630850-3155836067";"juan.manosalva@aerooriente.com.co-ricardo.neira@aerooriente.com.co-claudia.nunez@aerooriente.com.co-rosa.moron@aerooriente.com.co-rodrigo.cano@aerooriente.com.co-maryoly.santana@aerooriente.com.co";"MARIA PIA ROMERO BECERRA";"mariapia.romero@bbva.com";"3174367823";"CARLOS FERNANDEZ";"carlos.fernandez@bbva.com";"3165283428";"CALGR510.co@bbva.com";NA;"SIN RESTRICCION";"Para el ingreso a este cajero se debe hacer una inducción de 10:30 a 11:30 o de 4:30 a 5:30, esta dura 10 minutos, luego si se puede ingresar al cajero. Si es necesario programar un dia antes al tecnico.";"24 HORAS";"Análisis de trabajo seguro.(Empresa) UN DIA,Para ingreso al punto es obligatorio diligenciar  fromulario  que tenga la  firma de Alexander  -Gerente.  Adjuntada con la autorizacion enviada se debe enviar de lunes a viernes de 08:00 a 16 hrs
Los requisitos de ellos son:
1.       Parafiscales
2.       Copia cedula
3.       Antecedentes de la ´policia
4.       Formato de DN ATS Atencion de trabajo Seguro
5.       Formato de solicitud del aeropuerto firmado por la persona que figura con ellos como autorizada V.8
6.       Correo de asignación de llamada
7.       Permiso de trabajo";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"24 HORAS";"N/A";NA;10,4361616;-73,2515412;3
"Aeropuerto El Dorado T2";NA;"1072";1215;"AEROPTO EL DORADO ENTRADA NUMERO 5 PRIMER PISO";"BOGOTÁ";"Bogota Occidente";"VIP";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";94;"FONTIBON";"Calle 17 A # 99-73";"4184270-4184271-4133234";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522FDC24972";"1,30E+11";"FRONTAL";"NIVEL 7";"Aeropuerto";"PENDIENTE";"AEROPUERTO";"SAT";"ALTA";"ALTA";"SI";"24/09/2012";"10/11/2012";6;"N/A";"INDEPENDIENTE";"COBRE";"3G";"81.128.27.2";"81.128.27.1";"255.255.255.240";"SI APLICA";"TELEFONICA";"2MA";"94A";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"41223";"N/A";5;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"20000";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"ENCARGADO";"Jhon acosta";"439 70 70   Ext. 8004";"JACOSTA@eldorado.aero.com";"IVONNE PORRAS CHACON";"ivonne.porras@bbva.com";"316466231-3174011811-3188132774";"Alejandra Rodriguez";"paulaalejand.rodriguez@bbva.com";"3057129059-ext49721";"FONTI094.co@bbva.com";NA;"SIN RESTRICCION";"DE LUNES A DOMINGO DE 9:00 A 11:00, DE 14:00 A 16:00 Y DE 23:00 A 4:00";"72 HORAS";"Tres dias habiles, para generacion de carnet de OPAIN,SE DEBE RADICAR UNA CARTA INDICANDO LA LABOR A TRABAJAR, ADICIONAR DOCUMENTOS y  SI SE VA A TRABAJAR CON ESCALERAS ADJUNTAR CURSO DE ALTURAS, LOS DOCUMENTOS Y LA CARTA ADJUNTA DEBEN SER RADICADOS  EN LAS OFICINAS DE OPAIN (Calle 26 # 103-09 edificio CISA en el horario de 8am a 12pm y de 2pm a 5pm) TRES DIAS HABILES.  solo se podra realizar labores de mantenimiento y cargue de efectivo de 09:00 a 11:00 am - de 14:00 a 16:00 tarde - y de 23:00 a 04:00 am";"CORREO BANCO";"N/A";"Dom - Dom";"09:00 - 16:00";"SI";"48 HORAS";"Activo";NA;4,6984408;-74,1422154;6
"Agencia Albania 1";NA;"1303";1388;"CALLE 4 No. 4-18 Agencia Albania";"NORTE";"Alto Caribe";"N/A";"ALBANIA";"44 - 035";"La Guajira";26;"ALBANIA";"CARRERA 6 No. 10-61";"7774193";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300190425";"1,30E+11";"POSTERIOR";"NIVEL 7";"Calle";"PENDIENTE";"24 HORAS";"SAT";"BAJA";"MEDIA";"SI";"11/11/2006";"29/01/2014";12;"N/A";"COMPARTIDO";"COBRE";"FIBRA";"81.128.65.3";"81.128.65.1";"255.255.255.240";"NO APLICA";"TELEFONICA";"0Q7";"267";"N/A";"N/A";"PROSEGUR";"INTERURBANO 2";"RIOHACHA";"NO";"WINCOR";"WINCOR";"SAB-DOM-FES";"41656";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"ZARELLA MARQUEZ SOLANO";"zarella.marquez@bbva.com";"3188832244";"YINA YASMIT MARQUEZ PAREDES";"yina.marquez@bbva.com";"3154636445";"ALBAN026.co@bbva.com";NA;"LUNES A SABADO SOLICITUD DE UN DIA PARA 
OTRO";"SIN RESTRICCION";"N/A";"N/A";"NO SE NECESITA";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";NA;11,160651;-72,591907;3
"Agencia Albania 2";NA;"1303";464;"CALLE 4 No. 4-18 Agencia Albania";"NORTE";"Alto Caribe";"N/A";"ALBANIA";"44 - 035";"La Guajira";26;"ALBANIA";"CARRERA 6 No. 10-61";"7774193";"DIEBOLD";"DIEBOLD";"Opteva 522 Cen 4";"Canyon";"1522VH104263";"1,30E+11";"POSTERIOR";"NIVEL 7";"Calle";"PENDIENTE";"24 HORAS";"SAT";"MEDIA";"MEDIA";"SI";"13/08/2015";"12/12/2015";4;"42340";"COMPARTIDO";"FIBRA";"COBRE";"81.128.65.2";"81.128.65.1";"255.255.255.240";"NO APLICA";"TELEFONICA";"0Q4";"264";"N/A";"N/A";"PROSEGUR";"INTERURBANO 2";"RIOHACHA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42348";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"ZARELLA MARQUEZ SOLANO";"zarella.marquez@bbva.com";"3188832244";"YINA YASMIT MARQUEZ PAREDES";"yina.marquez@bbva.com";"3154636445";"ALBAN026.co@bbva.com";NA;"LUNES A SABADO SOLICITUD DE UN DIA PARA 
OTRO";"SIN RESTRICCION";"N/A";"N/A";"NO SE NECESITA";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";NA;11,160651;-72,591907;3
